,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
3488,14-04-2012 13:00,Summer,0,0, Clear + Few clouds,25.42,31.06,33,19.9995,400
1054,19-08-2012 23:00,Fall,0,0, Mist + Cloudy ,25.42,29.545,73,0,400
8209,15-10-2012 21:00,Winter,0,1, Clear + Few clouds,21.32,25,59,22.0028,400
3821,17-10-2012 22:00,Winter,0,1, Clear + Few clouds,18.86,22.725,88,16.9979,400
7893,05-05-2011 18:00,Summer,0,1, Clear + Few clouds,22.96,26.515,26,19.0012,401
4673,01-09-2011 05:00,Fall,0,1, Clear + Few clouds,22.96,26.515,73,6.0032,401
3076,12-04-2012 21:00,Summer,0,1, Clear + Few clouds,17.22,21.21,35,8.9981,401
1732,11-10-2012 07:00,Winter,0,1, Clear + Few clouds,14.76,16.665,50,16.9979,401
5724,14-10-2012 01:00,Winter,0,0, Clear + Few clouds,17.22,21.21,77,19.0012,401
2790,17-02-2011 16:00,Spring,0,1, Mist + Cloudy ,22.96,26.515,35,19.9995,402
8395,17-03-2011 22:00,Spring,0,1, Clear + Few clouds,16.4,20.455,66,15.0013,402
5094,04-07-2011 16:00,Fall,1,0, Clear + Few clouds,33.62,37.12,41,0,402
1957,16-08-2011 17:00,Fall,0,1, Clear + Few clouds,31.16,34.09,45,22.0028,402
3900,03-02-2012 00:00,Spring,0,1, Clear + Few clouds,13.12,14.395,53,26.0027,402
3758,15-03-2012 12:00,Spring,0,1, Mist + Cloudy ,25.42,31.06,50,8.9981,402
3419,02-11-2012 18:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,43,22.0028,402
2438,06-04-2011 16:00,Summer,0,1, Clear + Few clouds,22.14,25.76,28,27.9993,404
2551,02-09-2011 00:00,Fall,0,1, Clear + Few clouds,26.24,30.305,65,12.998,404
3230,13-01-2012 21:00,Spring,0,1, Clear + Few clouds,9.84,10.605,41,19.0012,404
6642,18-02-2012 01:00,Spring,0,0, Clear + Few clouds,13.12,15.91,49,11.0014,404
4417,01-08-2012 18:00,Fall,0,1," Light Snow, Light Rain",31.16,35.605,62,15.0013,404
6066,04-08-2012 08:00,Fall,0,0, Clear + Few clouds,30.34,36.365,72,12.998,404
5665,04-09-2012 18:00,Fall,0,1, Clear + Few clouds,31.16,37.12,75,15.0013,404
4705,06-10-2012 03:00,Winter,0,0, Clear + Few clouds,22.14,25.76,77,15.0013,404
3163,09-10-2012 15:00,Winter,0,1, Mist + Cloudy ,21.32,25,63,11.0014,404
4409,03-11-2012 11:00,Winter,0,0, Mist + Cloudy ,14.76,16.665,46,26.0027,404
6999,02-12-2012 19:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,82,12.998,404
2885,01-01-2011 15:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,77,19.9995,405
7742,17-02-2011 22:00,Spring,0,1, Clear + Few clouds,20.5,24.24,59,19.0012,405
3713,10-10-2011 07:00,Winter,1,0, Clear + Few clouds,18.86,22.725,88,0,405
7250,18-01-2012 00:00,Spring,0,1, Mist + Cloudy ,18.86,22.725,77,22.0028,405
7716,05-03-2011 03:00,Spring,0,0, Mist + Cloudy ,12.3,14.395,87,12.998,406
6516,09-03-2011 07:00,Spring,0,1, Mist + Cloudy ,9.84,12.12,87,11.0014,406
2295,13-05-2011 22:00,Summer,0,1, Mist + Cloudy ,21.32,25,83,15.0013,406
3245,13-08-2011 03:00,Fall,0,0, Clear + Few clouds,27.06,31.06,65,8.9981,406
814,18-11-2011 11:00,Winter,0,1, Clear + Few clouds,12.3,15.15,36,8.9981,406
5096,14-01-2012 13:00,Spring,0,0, Clear + Few clouds,9.02,10.605,44,19.0012,406
157,19-05-2012 15:00,Summer,0,0, Clear + Few clouds,29.52,32.575,30,7.0015,406
7575,04-06-2012 14:00,Summer,0,1, Clear + Few clouds,25.42,31.06,41,32.9975,406
7872,19-08-2011 05:00,Fall,0,1, Clear + Few clouds,26.24,28.79,83,0,407
6542,05-09-2011 02:00,Fall,1,0, Mist + Cloudy ,27.88,31.82,79,11.0014,407
3789,10-02-2012 06:00,Spring,0,1, Clear + Few clouds,8.2,9.85,59,12.998,407
346,15-06-2012 04:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,11.0014,407
562,17-02-2011 05:00,Spring,0,1, Clear + Few clouds,13.12,16.665,66,6.0032,408
5455,07-06-2011 17:00,Summer,0,1, Clear + Few clouds,32.8,36.365,43,16.9979,408
5513,11-07-2011 01:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,19.0012,408
110,02-01-2012 04:00,Spring,1,0, Clear + Few clouds,11.48,12.88,45,22.0028,408
2953,11-04-2012 17:00,Summer,0,1, Clear + Few clouds,17.22,21.21,35,26.0027,408
2153,14-10-2012 16:00,Winter,0,0, Clear + Few clouds,26.24,31.06,41,19.9995,408
4940,10-12-2012 03:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,94,7.0015,408
3916,07-02-2011 22:00,Spring,0,1, Clear + Few clouds,11.48,15.15,81,6.0032,409
314,05-05-2011 22:00,Summer,0,1, Clear + Few clouds,19.68,23.485,39,12.998,409
2544,06-10-2011 17:00,Winter,0,1, Clear + Few clouds,22.96,26.515,52,8.9981,409
6841,14-04-2012 09:00,Summer,0,0, Clear + Few clouds,17.22,21.21,54,8.9981,409
1778,15-08-2012 12:00,Fall,0,1, Clear + Few clouds,30.34,34.09,55,15.0013,409
7404,13-09-2012 15:00,Fall,0,1, Clear + Few clouds,29.52,32.575,42,7.0015,409
2172,10-04-2011 15:00,Summer,0,0, Clear + Few clouds,20.5,24.24,77,15.0013,410
2712,10-06-2011 12:00,Summer,0,1, Clear + Few clouds,34.44,37.88,44,8.9981,410
6652,06-01-2012 04:00,Spring,0,1, Clear + Few clouds,9.02,11.365,69,8.9981,410
7145,13-11-2012 00:00,Winter,0,1, Mist + Cloudy ,21.32,25,83,19.0012,410
2445,11-12-2012 01:00,Winter,0,1, Clear + Few clouds,17.22,21.21,71,30.0026,410
5209,19-02-2011 23:00,Spring,0,0, Clear + Few clouds,11.48,12.12,33,30.0026,411
1696,01-04-2011 01:00,Summer,0,1," Light Snow, Light Rain",10.66,12.88,100,11.0014,411
1602,19-05-2011 05:00,Summer,0,1, Clear + Few clouds,19.68,23.485,94,0,411
6876,07-11-2011 01:00,Winter,0,1, Clear + Few clouds,13.94,18.18,87,0,411
696,05-04-2012 09:00,Summer,0,1, Clear + Few clouds,16.4,20.455,37,16.9979,411
5415,11-08-2012 19:00,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,7.0015,411
3840,11-04-2011 10:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,83,19.9995,412
1679,12-12-2011 16:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,57,6.0032,412
6284,01-06-2012 23:00,Summer,0,1," Light Snow, Light Rain",24.6,27.275,88,8.9981,412
5171,02-08-2012 05:00,Fall,0,1, Clear + Few clouds,27.06,29.545,89,8.9981,412
3649,12-09-2012 09:00,Fall,0,1, Clear + Few clouds,24.6,30.305,64,8.9981,412
7447,09-03-2011 18:00,Spring,0,1, Mist + Cloudy ,13.94,15.91,76,16.9979,413
2753,03-04-2011 19:00,Summer,0,0, Mist + Cloudy ,17.22,21.21,44,12.998,413
7350,17-09-2012 08:00,Fall,0,1, Clear + Few clouds,22.14,25.76,77,6.0032,413
3401,11-01-2011 08:00,Spring,0,1, Mist + Cloudy ,7.38,10.605,51,6.0032,414
2710,09-03-2011 16:00,Spring,0,1, Mist + Cloudy ,13.94,15.15,76,22.0028,414
7813,16-03-2011 16:00,Spring,0,1, Mist + Cloudy ,16.4,20.455,76,11.0014,414
223,03-07-2011 08:00,Fall,0,0, Clear + Few clouds,27.88,31.82,79,15.0013,414
4289,01-08-2011 11:00,Fall,0,1, Clear + Few clouds,36.08,38.635,32,11.0014,414
7819,07-02-2012 07:00,Spring,0,1, Clear + Few clouds,13.12,17.425,45,0,414
2850,16-07-2012 03:00,Fall,0,1, Clear + Few clouds,27.88,31.82,79,6.0032,414
5152,07-09-2012 17:00,Fall,0,1, Clear + Few clouds,31.98,37.12,59,22.0028,414
82,12-03-2012 18:00,Spring,0,1, Mist + Cloudy ,24.6,31.06,43,12.998,415
5306,18-08-2012 05:00,Fall,0,0, Clear + Few clouds,24.6,28.79,78,16.9979,415
3536,02-03-2011 09:00,Spring,0,1, Clear + Few clouds,11.48,12.88,56,19.9995,416
2456,12-09-2011 20:00,Fall,0,1, Clear + Few clouds,27.06,31.06,65,0,416
1469,16-11-2011 08:00,Winter,0,1," Light Snow, Light Rain",18.86,22.725,94,0,416
2043,15-07-2012 21:00,Fall,0,0, Clear + Few clouds,29.52,34.85,79,6.0032,416
1093,01-12-2012 17:00,Winter,0,0, Mist + Cloudy ,13.94,17.425,76,7.0015,416
635,18-01-2011 23:00,Spring,0,1, Mist + Cloudy ,9.02,13.635,93,0,417
8212,08-11-2011 05:00,Winter,0,1, Clear + Few clouds,12.3,15.91,87,6.0032,417
555,14-11-2011 00:00,Winter,0,1, Clear + Few clouds,18.86,22.725,59,19.0012,417
7580,10-01-2012 20:00,Spring,0,1, Clear + Few clouds,13.94,17.425,53,7.0015,417
5063,06-05-2012 00:00,Summer,0,0, Mist + Cloudy ,22.96,26.515,83,8.9981,417
6409,17-06-2012 15:00,Summer,0,0, Clear + Few clouds,27.06,31.06,50,15.0013,417
4906,01-07-2012 15:00,Fall,0,0, Clear + Few clouds,36.9,40.91,37,19.0012,417
6476,03-07-2012 05:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,0,417
3791,12-07-2011 10:00,Fall,0,1, Clear + Few clouds,33.62,38.635,52,11.0014,418
1959,13-02-2012 03:00,Spring,0,1, Clear + Few clouds,4.92,7.575,54,7.0015,418
2347,11-04-2012 11:00,Summer,0,1, Mist + Cloudy ,15.58,19.695,43,22.0028,418
3034,03-06-2012 17:00,Summer,0,0, Clear + Few clouds,28.7,31.82,34,16.9979,418
3516,11-06-2011 11:00,Summer,0,0, Clear + Few clouds,31.16,35.605,62,8.9981,419
2303,15-08-2011 02:00,Fall,0,1, Mist + Cloudy ,24.6,28.03,83,0,419
3869,08-05-2012 13:00,Summer,0,1," Light Snow, Light Rain",26.24,30.305,65,16.9979,419
4841,07-06-2012 18:00,Summer,0,1, Clear + Few clouds,28.7,31.82,34,19.0012,419
5483,01-09-2012 13:00,Fall,0,0, Mist + Cloudy ,33.62,38.635,52,6.0032,419
7137,01-06-2011 10:00,Summer,0,1, Mist + Cloudy ,31.16,37.12,75,16.9979,420
7805,09-09-2011 06:00,Fall,0,1, Mist + Cloudy ,25.42,25.76,100,8.9981,420
3247,13-09-2011 07:00,Fall,0,1, Clear + Few clouds,23.78,27.275,83,6.0032,420
2558,14-09-2011 15:00,Fall,0,1, Clear + Few clouds,31.98,35.605,49,16.9979,420
2905,11-11-2011 13:00,Winter,1,0, Clear + Few clouds,15.58,19.695,37,36.9974,420
7254,05-12-2011 12:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,76,7.0015,420
2924,04-02-2012 11:00,Spring,0,0, Clear + Few clouds,12.3,16.665,70,0,420
2507,05-02-2012 02:00,Spring,0,0, Mist + Cloudy ,9.84,12.88,93,7.0015,420
1365,13-08-2012 02:00,Fall,0,1, Clear + Few clouds,26.24,30.305,69,7.0015,420
7849,02-11-2012 17:00,Winter,0,1, Clear + Few clouds,15.58,19.695,40,22.0028,420
6936,15-05-2011 13:00,Summer,0,0, Clear + Few clouds,25.42,29.545,73,19.0012,421
1066,05-06-2011 13:00,Summer,0,0, Clear + Few clouds,27.06,31.06,65,7.0015,421
6607,13-07-2011 20:00,Fall,0,1, Clear + Few clouds,28.7,33.335,84,11.0014,421
4400,06-09-2011 16:00,Fall,0,1," Light Snow, Light Rain",22.14,25.76,94,26.0027,421
327,02-01-2012 01:00,Spring,1,0, Clear + Few clouds,14.76,16.665,43,27.9993,421
5525,03-02-2012 14:00,Spring,0,1, Clear + Few clouds,14.76,17.425,46,15.0013,421
5038,04-02-2012 12:00,Spring,0,0, Mist + Cloudy ,12.3,15.91,70,6.0032,421
7995,05-07-2012 11:00,Fall,0,1, Clear + Few clouds,36.9,40.91,35,19.9995,421
7443,16-07-2012 06:00,Fall,0,1, Clear + Few clouds,27.88,31.82,79,8.9981,421
6990,18-04-2011 15:00,Summer,0,1, Mist + Cloudy ,24.6,31.06,43,12.998,422
7019,10-08-2012 19:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,19.0012,422
4999,14-03-2011 19:00,Spring,0,1, Clear + Few clouds,14.76,17.425,43,8.9981,423
6470,12-06-2011 23:00,Summer,0,0, Clear + Few clouds,26.24,29.545,78,12.998,423
5049,10-01-2012 13:00,Spring,0,1, Clear + Few clouds,17.22,21.21,38,19.9995,423
6085,16-01-2012 02:00,Spring,1,0, Clear + Few clouds,5.74,10.605,46,0,423
7483,04-02-2012 18:00,Spring,0,0," Light Snow, Light Rain",11.48,13.635,75,11.0014,423
2941,02-06-2012 21:00,Summer,0,0, Clear + Few clouds,24.6,31.06,40,7.0015,423
3794,19-01-2012 12:00,Spring,0,1, Clear + Few clouds,8.2,9.85,51,12.998,424
1141,01-03-2012 12:00,Spring,0,1, Clear + Few clouds,22.96,26.515,37,15.0013,424
8321,15-03-2012 00:00,Spring,0,1, Clear + Few clouds,22.14,25.76,49,8.9981,424
2015,09-02-2011 07:00,Spring,0,1, Clear + Few clouds,2.46,5.305,49,7.0015,425
1617,02-04-2011 06:00,Summer,0,0, Clear + Few clouds,10.66,13.635,70,7.0015,425
506,02-04-2011 22:00,Summer,0,0, Clear + Few clouds,13.12,15.15,61,19.9995,425
6615,15-08-2011 14:00,Fall,0,1, Clear + Few clouds,30.34,34.09,55,6.0032,425
4622,10-12-2011 05:00,Winter,0,0, Clear + Few clouds,10.66,12.88,60,11.0014,425
3409,07-07-2012 14:00,Fall,0,0, Mist + Cloudy ,39.36,43.18,30,8.9981,425
4075,16-09-2012 20:00,Fall,0,0, Clear + Few clouds,24.6,31.06,53,7.0015,425
2474,06-12-2012 04:00,Winter,0,1, Clear + Few clouds,9.02,10.605,55,19.9995,425
8541,16-06-2011 17:00,Summer,0,1, Mist + Cloudy ,26.24,29.545,78,7.0015,426
3181,02-10-2011 21:00,Winter,0,0, Clear + Few clouds,14.76,17.425,71,15.0013,426
7794,14-05-2012 14:00,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,16.9979,426
2529,18-03-2011 15:00,Spring,0,1, Mist + Cloudy ,27.88,31.82,39,23.9994,427
2011,10-10-2011 01:00,Winter,1,0, Clear + Few clouds,19.68,23.485,88,0,427
8481,15-01-2012 01:00,Spring,0,0, Mist + Cloudy ,6.56,6.82,47,19.9995,427
8586,03-03-2012 02:00,Spring,0,0," Light Snow, Light Rain",14.76,18.18,93,6.0032,427
8166,01-09-2012 11:00,Fall,0,0, Mist + Cloudy ,32.8,37.88,55,15.0013,427
6099,03-09-2012 13:00,Fall,1,0, Mist + Cloudy ,31.16,36.365,66,16.9979,427
5400,14-09-2012 11:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,61,7.0015,427
6941,13-01-2011 08:00,Spring,0,1, Clear + Few clouds,5.74,6.82,50,12.998,428
8127,06-02-2011 01:00,Spring,0,0, Clear + Few clouds,10.66,11.365,65,27.9993,428
7334,10-05-2011 06:00,Summer,0,1, Clear + Few clouds,17.22,21.21,67,8.9981,428
4678,18-07-2011 13:00,Fall,0,1, Clear + Few clouds,33.62,39.395,56,16.9979,428
1700,01-08-2011 02:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,7.0015,428
4024,03-11-2011 12:00,Winter,0,1, Clear + Few clouds,20.5,24.24,51,12.998,428
1793,17-11-2011 11:00,Winter,0,1," Light Snow, Light Rain",13.12,15.15,66,22.0028,428
59,19-09-2012 10:00,Fall,0,1, Clear + Few clouds,22.96,26.515,52,12.998,428
3151,17-10-2012 04:00,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,428
5794,15-12-2012 12:00,Winter,0,0, Clear + Few clouds,15.58,19.695,50,6.0032,428
3023,19-01-2011 00:00,Spring,0,1, Mist + Cloudy ,9.02,13.635,93,0,429
460,09-02-2011 10:00,Spring,0,1, Clear + Few clouds,5.74,9.09,36,0,429
2889,13-03-2011 07:00,Spring,0,0, Clear + Few clouds,14.76,17.425,62,12.998,430
3091,09-04-2011 12:00,Summer,0,0, Mist + Cloudy ,14.76,17.425,81,8.9981,430
6417,19-08-2011 00:00,Fall,0,1," Light Snow, Light Rain",27.88,31.82,69,12.998,430
4311,15-11-2011 16:00,Winter,0,1, Mist + Cloudy ,21.32,25,68,8.9981,430
3928,18-04-2012 18:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,0,430
2989,06-09-2012 01:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,84,0,430
3213,08-03-2011 23:00,Spring,0,1, Clear + Few clouds,11.48,13.635,61,12.998,431
931,02-05-2011 06:00,Summer,0,1, Clear + Few clouds,18.04,21.97,88,7.0015,431
5829,06-02-2012 19:00,Spring,0,1, Clear + Few clouds,14.76,16.665,43,16.9979,431
713,18-07-2012 17:00,Fall,0,1, Clear + Few clouds,30.34,34.85,70,16.9979,431
8172,12-01-2011 01:00,Spring,0,1, Mist + Cloudy ,6.56,9.09,86,7.0015,432
3933,02-05-2011 10:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,77,15.0013,432
5822,12-01-2012 07:00,Spring,0,1, Mist + Cloudy ,13.94,15.91,87,19.0012,432
7448,09-07-2012 16:00,Fall,0,1, Clear + Few clouds,31.98,34.85,40,19.0012,432
3096,07-09-2012 11:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,8.9981,432
539,08-11-2012 12:00,Winter,0,1, Clear + Few clouds,16.4,20.455,24,32.9975,432
7785,01-01-2011 03:00,Spring,0,0, Clear + Few clouds,9.84,14.395,75,0,433
3718,17-05-2011 19:00,Summer,0,1, Clear + Few clouds,24.6,29.545,69,16.9979,433
6289,14-08-2011 12:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,79,15.0013,433
4030,15-06-2012 21:00,Summer,0,1, Clear + Few clouds,27.06,31.06,50,7.0015,433
2081,10-05-2011 00:00,Summer,0,1, Clear + Few clouds,19.68,23.485,63,0,434
8068,11-07-2011 03:00,Fall,0,1, Clear + Few clouds,27.88,31.82,65,11.0014,434
7013,07-11-2011 16:00,Winter,0,1, Clear + Few clouds,21.32,25,45,0,434
2306,19-04-2012 03:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,0,434
3102,06-02-2011 23:00,Spring,0,0, Clear + Few clouds,9.84,14.395,65,0,435
4816,10-02-2011 13:00,Spring,0,1, Clear + Few clouds,7.38,8.335,29,19.9995,435
71,02-06-2011 02:00,Summer,0,1, Clear + Few clouds,28.7,31.82,39,0,435
6616,03-08-2011 17:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,79,0,435
1843,01-02-2012 20:00,Spring,0,1, Clear + Few clouds,21.32,25,52,11.0014,435
479,09-06-2012 03:00,Summer,0,0, Clear + Few clouds,25.42,31.06,57,0,435
5240,06-02-2011 15:00,Spring,0,0, Clear + Few clouds,13.94,17.425,46,6.0032,436
4745,01-07-2011 09:00,Fall,0,1, Clear + Few clouds,30.34,32.575,35,11.0014,436
4111,05-08-2011 13:00,Fall,0,1, Clear + Few clouds,31.98,35.605,52,16.9979,436
901,13-08-2011 00:00,Fall,0,0, Clear + Few clouds,27.88,31.82,51,7.0015,436
4385,19-12-2011 03:00,Winter,0,1, Clear + Few clouds,6.56,9.85,86,6.0032,436
8638,13-01-2012 20:00,Spring,0,1, Clear + Few clouds,9.84,12.12,41,11.0014,436
2470,04-09-2012 12:00,Fall,0,1, Clear + Few clouds,31.16,36.365,70,19.0012,436
1721,03-03-2011 07:00,Spring,0,1, Clear + Few clouds,4.92,4.545,42,27.9993,437
740,03-12-2011 04:00,Winter,0,0, Clear + Few clouds,9.02,11.365,75,8.9981,437
7078,06-05-2012 09:00,Summer,0,0, Mist + Cloudy ,21.32,25,83,11.0014,437
407,07-12-2012 17:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,66,0,437
2475,10-05-2011 08:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,51,7.0015,438
2695,10-09-2012 15:00,Fall,0,1, Clear + Few clouds,27.06,31.06,31,26.0027,438
1627,02-12-2012 21:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,77,15.0013,438
3157,08-01-2011 07:00,Spring,0,0, Mist + Cloudy ,6.56,9.09,74,7.0015,439
8698,01-03-2011 10:00,Spring,0,1, Clear + Few clouds,9.84,10.605,52,19.0012,439
6116,12-04-2012 13:00,Summer,0,1, Clear + Few clouds,19.68,23.485,36,30.0026,439
6485,08-07-2012 10:00,Fall,0,0, Clear + Few clouds,36.9,43.18,45,0,439
7735,09-01-2011 07:00,Spring,0,0, Clear + Few clouds,3.28,4.545,53,12.998,440
5177,09-12-2011 14:00,Winter,0,1, Clear + Few clouds,15.58,19.695,46,19.0012,440
4706,08-04-2012 11:00,Summer,0,0, Clear + Few clouds,20.5,24.24,25,19.0012,440
8303,19-08-2012 03:00,Fall,0,0, Mist + Cloudy ,25.42,30.305,61,11.0014,440
8217,05-02-2011 01:00,Spring,0,0, Mist + Cloudy ,9.84,12.12,65,11.0014,441
2996,11-07-2011 17:00,Fall,0,1, Clear + Few clouds,35.26,42.425,56,27.9993,441
927,17-06-2012 22:00,Summer,0,0, Clear + Few clouds,24.6,30.305,60,12.998,441
5716,12-10-2012 05:00,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,441
795,15-10-2012 18:00,Winter,0,1," Light Snow, Light Rain",22.14,25.76,77,8.9981,441
6236,03-06-2011 11:00,Summer,0,1, Clear + Few clouds,26.24,31.06,31,22.0028,442
5347,13-06-2011 18:00,Summer,0,1, Clear + Few clouds,28.7,31.82,37,23.9994,442
1331,12-08-2011 16:00,Fall,0,1, Clear + Few clouds,33.62,35.605,28,0,442
6260,06-11-2011 07:00,Winter,0,0, Clear + Few clouds,10.66,13.635,87,7.0015,442
4220,06-12-2012 07:00,Winter,0,1, Clear + Few clouds,9.02,10.605,51,19.9995,442
5577,03-02-2011 23:00,Spring,0,1, Clear + Few clouds,8.2,11.365,47,7.0015,443
8387,13-03-2011 17:00,Spring,0,0, Clear + Few clouds,18.04,21.97,41,23.9994,443
6337,08-05-2011 12:00,Summer,0,0, Clear + Few clouds,24.6,31.06,46,6.0032,443
3652,11-07-2011 14:00,Fall,0,1, Clear + Few clouds,35.26,41.665,53,19.0012,443
7224,14-10-2012 12:00,Winter,0,0, Clear + Few clouds,25.42,31.06,46,22.0028,443
5421,17-10-2012 11:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,51,6.0032,444
1437,06-11-2012 15:00,Winter,0,1, Clear + Few clouds,13.94,15.91,46,16.9979,444
6452,12-11-2012 20:00,Winter,1,0, Mist + Cloudy ,21.32,25,77,19.0012,444
3238,17-02-2011 17:00,Spring,0,1, Mist + Cloudy ,23.78,27.275,32,19.9995,445
7290,02-04-2011 01:00,Summer,0,0, Clear + Few clouds,10.66,13.635,65,8.9981,445
1492,10-01-2012 08:00,Spring,0,1, Mist + Cloudy ,7.38,9.85,93,11.0014,445
8632,09-06-2012 21:00,Summer,0,0, Clear + Few clouds,30.34,32.575,40,12.998,445
568,08-07-2012 21:00,Fall,0,0, Clear + Few clouds,31.16,36.365,70,8.9981,445
7774,18-09-2012 20:00,Fall,0,1, Mist + Cloudy ,24.6,27.275,88,12.998,445
2796,08-04-2011 18:00,Summer,0,1," Light Snow, Light Rain",13.12,15.15,93,16.9979,446
1452,11-05-2011 17:00,Summer,0,1, Clear + Few clouds,26.24,31.06,47,7.0015,446
5813,17-05-2011 14:00,Summer,0,1, Clear + Few clouds,25.42,29.545,73,31.0009,446
2298,15-02-2012 00:00,Spring,0,1, Clear + Few clouds,13.12,17.425,57,0,446
1079,16-04-2012 12:00,Summer,1,0, Clear + Few clouds,27.88,31.82,57,16.9979,446
4556,16-05-2012 14:00,Summer,0,1, Clear + Few clouds,29.52,32.575,42,6.0032,446
2837,05-10-2012 15:00,Winter,0,1, Clear + Few clouds,29.52,32.575,39,16.9979,446
3447,17-03-2011 17:00,Spring,0,1, Clear + Few clouds,20.5,24.24,42,12.998,447
318,18-09-2011 08:00,Fall,0,0, Clear + Few clouds,18.86,22.725,72,16.9979,447
5336,14-12-2011 16:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,54,7.0015,447
6896,08-10-2012 01:00,Winter,1,0, Clear + Few clouds,13.94,16.665,87,11.0014,447
1967,15-10-2012 02:00,Winter,0,1, Mist + Cloudy ,23.78,27.275,64,23.9994,447
8667,19-04-2011 05:00,Summer,0,1, Mist + Cloudy ,18.86,22.725,72,12.998,448
488,16-12-2011 19:00,Winter,0,1, Mist + Cloudy ,13.12,15.15,45,15.0013,448
6347,08-06-2012 17:00,Summer,0,1, Clear + Few clouds,31.16,33.335,29,12.998,448
582,16-09-2011 18:00,Fall,0,1, Mist + Cloudy ,21.32,25,52,11.0014,449
8095,19-09-2011 13:00,Fall,0,1, Mist + Cloudy ,24.6,30.305,60,0,449
6256,13-11-2011 06:00,Winter,0,0, Clear + Few clouds,13.94,16.665,66,8.9981,449
736,10-04-2012 19:00,Summer,0,1, Clear + Few clouds,21.32,25,20,23.9994,449
7798,13-05-2012 07:00,Summer,0,0, Clear + Few clouds,21.32,25,68,11.0014,449
3550,16-01-2011 11:00,Spring,0,0, Clear + Few clouds,9.84,11.365,44,16.9979,450
4807,08-06-2011 16:00,Summer,0,1, Clear + Few clouds,37.72,43.94,40,15.0013,450
2234,11-06-2011 19:00,Summer,0,0, Clear + Few clouds,28.7,32.575,65,12.998,450
8622,12-09-2011 09:00,Fall,0,1, Clear + Few clouds,26.24,30.305,69,0,450
4309,11-05-2012 21:00,Summer,0,1, Clear + Few clouds,24.6,30.305,28,7.0015,450
8148,13-11-2012 08:00,Winter,0,1," Light Snow, Light Rain",13.12,15.15,87,16.9979,450
4492,03-02-2011 12:00,Spring,0,1, Clear + Few clouds,8.2,9.09,40,23.9994,451
5113,04-02-2011 14:00,Spring,0,1, Mist + Cloudy ,11.48,13.635,45,11.0014,451
3236,02-11-2011 00:00,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0,451
1788,02-05-2012 03:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,6.0032,451
7347,09-09-2012 13:00,Fall,0,0, Clear + Few clouds,27.88,31.82,39,0,451
4496,18-11-2012 22:00,Winter,0,0, Mist + Cloudy ,14.76,16.665,66,16.9979,451
6819,08-06-2011 17:00,Summer,0,1, Clear + Few clouds,37.72,42.425,35,15.0013,452
7455,03-08-2011 21:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,89,8.9981,452
6907,16-11-2011 14:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,100,8.9981,452
3882,06-01-2012 22:00,Spring,0,1, Clear + Few clouds,14.76,17.425,50,12.998,452
8346,09-04-2012 09:00,Summer,0,1, Clear + Few clouds,18.86,22.725,31,23.9994,452
5093,16-09-2012 21:00,Fall,0,0, Clear + Few clouds,24.6,31.06,56,7.0015,452
1564,17-12-2012 22:00,Winter,0,1, Mist + Cloudy ,17.22,21.21,94,8.9981,452
2635,09-10-2011 12:00,Winter,0,0, Clear + Few clouds,26.24,31.06,44,6.0032,453
7120,07-01-2012 02:00,Spring,0,0, Clear + Few clouds,14.76,18.18,50,7.0015,453
6461,18-01-2012 10:00,Spring,0,1, Clear + Few clouds,12.3,13.635,42,31.0009,453
1942,18-04-2012 20:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,7.0015,453
